时间,交易类型,平均价,当前交易价,交易数量,交易金额,手续费,USDT,COIN,Net_Value
2018-02-13T14:33:00+00:00,In,0.03604,0.03604,0.0363,13774,499.9962,1.0,4499.00381,13774,4999.0000076
2018-02-13T14:39:00+00:00,In,0.03608,0.03605,0.0364,6179,224.9156,0.4498,4273.63838,19953,4999.9275764
2018-02-13T14:51:00+00:00,In,0.03621,0.03609,0.0364,5870,213.668,0.4273,4059.54304,25823,4999.500240400001
2018-02-13T15:03:00+00:00,Out,0.0363,0.0361,0.036,25823,929.628,1.8593,4987.31178,0,4987.311784400001
2018-02-13T16:27:00+00:00,In,0.03627,0.03605,0.0375,13299,498.7125,0.9974,4487.60186,13299,4986.3143594
2018-02-13T16:57:00+00:00,In,0.03702,0.03622,0.0373,6015,224.3595,0.4487,4262.79364,19314,4983.205840400001
2018-02-13T17:03:00+00:00,In,0.03707,0.03629,0.0378,5638,213.1164,0.4262,4049.25101,24952,4992.4366076000015
2018-02-13T17:09:00+00:00,In,0.03737,0.0364,0.0385,5258,202.433,0.4049,3846.41314,30210,5009.498141600001
2018-02-13T17:15:00+00:00,In,0.03767,0.03652,0.0383,5021,192.3043,0.3846,3653.72423,35231,5003.071533000001
2018-02-13T17:21:00+00:00,In,0.03794,0.03663,0.0382,4782,182.6724,0.3653,3470.68649,40013,4999.183088200001
2018-02-13T17:27:00+00:00,In,0.03806,0.03674,0.0385,4507,173.5195,0.347,3296.81995,44520,5010.839949200001
2018-02-13T18:21:00+00:00,Out,0.03764,0.03762,0.0375,44520,1669.5,3.339,4962.98095,0,4962.980949200001
2018-02-13T23:57:00+00:00,In,0.03666,0.03664,0.0369,13449,496.2681,0.9925,4465.72031,13449,4961.988413000002
2018-02-14T00:03:00+00:00,In,0.0367,0.03663,0.0371,6018,223.2678,0.4465,4242.00598,19467,4964.231677400002
2018-02-14T00:09:00+00:00,In,0.03678,0.03664,0.037,5732,212.084,0.4242,4029.49781,25199,4961.860809400002
2018-02-14T00:21:00+00:00,Out,0.03684,0.03665,0.0366,25199,922.2834,1.8446,4949.93664,0,4949.936642600002
2018-02-14T00:51:00+00:00,In,0.03694,0.03673,0.0372,13306,494.9832,0.99,4453.96348,13306,4948.946676200002
2018-02-14T00:57:00+00:00,In,0.03705,0.03677,0.0373,5970,222.681,0.4454,4230.83711,19276,4949.831914200002
2018-02-14T01:03:00+00:00,In,0.03715,0.03682,0.0375,5641,211.5375,0.4231,4018.87654,24917,4953.264039200002
2018-02-14T01:51:00+00:00,Out,0.03717,0.03707,0.0369,24917,919.4373,1.8389,4936.47496,0,4936.474964600002
2018-02-14T03:33:00+00:00,In,0.03718,0.03707,0.0374,13199,493.6426,0.9873,4441.84508,13199,4935.487679400002
2018-02-14T04:15:00+00:00,In,0.03731,0.03715,0.0376,5906,222.0656,0.4441,4219.33535,19105,4937.683348200002
2018-02-14T04:21:00+00:00,In,0.03741,0.03719,0.0377,5595,210.9315,0.4219,4007.98199,24700,4939.1719852000015
2018-02-14T05:39:00+00:00,In,0.03768,0.03758,0.0379,5287,200.3773,0.4008,3807.20393,29987,4943.711230600002
2018-02-14T06:03:00+00:00,Out,0.03776,0.03769,0.0376,29987,1127.5112,2.255,4932.46011,0,4932.460108200003
2018-02-14T06:33:00+00:00,In,0.03776,0.03774,0.038,12980,493.24,0.9865,4438.23363,12980,4931.473628200002
2018-02-14T06:51:00+00:00,Out,0.03783,0.03775,0.0377,12980,489.346,0.9787,4926.60094,0,4926.600936200002
2018-02-14T07:39:00+00:00,In,0.03781,0.03777,0.0382,12896,492.6272,0.9853,4432.98848,12896,4925.615681800003
2018-02-14T08:15:00+00:00,In,0.03801,0.03784,0.0382,5802,221.6364,0.4433,4210.90881,18698,4925.172409000003
2018-02-14T08:39:00+00:00,Out,0.03795,0.03786,0.0378,18698,706.7844,1.4136,4916.27964,0,4916.279640200003
2018-02-14T10:51:00+00:00,In,0.03757,0.03745,0.0379,12971,491.6009,0.9832,4423.69554,12971,4915.296438400003
2018-02-14T10:57:00+00:00,In,0.03765,0.03747,0.0379,5836,221.1844,0.4424,4202.06877,18807,4914.854069600004
2018-02-14T11:21:00+00:00,In,0.03795,0.03756,0.0382,5500,210.1,0.4202,3991.54857,24307,4920.075969600003
2018-02-14T11:27:00+00:00,In,0.03816,0.03765,0.0395,5052,199.554,0.3991,3791.59546,29359,4951.275961600003
2018-02-14T11:33:00+00:00,In,0.03857,0.03779,0.0401,4727,189.5527,0.3791,3601.66366,34086,4968.512256200003
2018-02-14T11:39:00+00:00,In,0.03914,0.03796,0.0411,4381,180.0591,0.3601,3421.24444,38467,5002.238138000002
2018-02-14T11:45:00+00:00,In,0.0397,0.03812,0.0407,4203,171.0621,0.3421,3249.84021,42670,4986.509213800003
2018-02-14T11:51:00+00:00,In,0.04024,0.0383,0.041,3963,162.483,0.325,3087.03225,46633,4998.985247800003
2018-02-14T12:15:00+00:00,In,0.04085,0.03899,0.0414,3728,154.3392,0.3087,2932.38437,50361,5017.329769400003
2018-02-14T12:21:00+00:00,In,0.04095,0.03917,0.0413,3550,146.615,0.2932,2785.47614,53911,5012.0004394000025
2018-02-14T12:27:00+00:00,In,0.04102,0.03936,0.0415,3355,139.2325,0.2785,2645.96517,57266,5022.504174400003
2018-02-14T13:15:00+00:00,In,0.04091,0.04062,0.0416,3180,132.288,0.2646,2513.4126,60446,5027.966198400003
2018-02-14T13:21:00+00:00,In,0.04104,0.0408,0.0419,2999,125.6581,0.2513,2387.50318,63445,5045.848682200003
2018-02-14T13:27:00+00:00,In,0.04119,0.04096,0.0415,2876,119.354,0.2387,2267.91047,66321,5020.231974200003
2018-02-14T13:57:00+00:00,Out,0.04117,0.04109,0.041,66321,2719.161,5.4383,4981.63315,0,4981.633152200003
2018-02-14T16:21:00+00:00,In,0.04051,0.04012,0.0408,12209,498.1272,0.9963,4482.5097,12209,4980.636897800003
2018-02-14T16:51:00+00:00,Out,0.04031,0.04023,0.0402,12209,490.8018,0.9816,4972.32989,0,4972.329894200003
2018-02-14T19:09:00+00:00,In,0.04004,0.04003,0.0403,12338,497.2214,0.9944,4474.11405,12338,4971.335451400003
2018-02-14T19:15:00+00:00,In,0.04009,0.04003,0.0403,5551,223.7053,0.4474,4249.96134,17889,4970.888040800002
2018-02-14T19:27:00+00:00,Out,0.04012,0.04003,0.0399,17889,713.7711,1.4275,4962.3049,0,4962.304898600002
2018-02-14T22:33:00+00:00,In,0.04009,0.03992,0.0404,12282,496.1928,0.9924,4465.11971,12282,4961.312513000002
2018-02-14T22:39:00+00:00,In,0.04015,0.03994,0.0404,5526,223.2504,0.4465,4241.42281,17808,4960.866012200002
2018-02-14T22:45:00+00:00,In,0.0402,0.03995,0.0404,5249,212.0596,0.4241,4028.93909,23057,4960.441893000002
2018-02-14T22:51:00+00:00,In,0.04026,0.03997,0.0405,4973,201.4065,0.4028,3827.12978,28030,4962.344780000002
2018-02-14T22:57:00+00:00,In,0.04037,0.04,0.0406,4713,191.3478,0.3827,3635.39928,32743,4964.765084400002
2018-02-14T23:39:00+00:00,In,0.04049,0.04024,0.0407,4466,181.7662,0.3635,3453.26955,37209,4967.675852000002
2018-02-14T23:45:00+00:00,In,0.04061,0.04031,0.0411,4201,172.6611,0.3453,3280.26313,41410,4982.2141298000015
2018-02-14T23:51:00+00:00,In,0.04071,0.04038,0.0412,3980,163.976,0.328,3115.95918,45390,4986.0271778000015
2018-02-14T23:57:00+00:00,In,0.04087,0.04045,0.0411,3790,155.769,0.3115,2959.87864,49180,4981.176639800002
2018-02-15T00:33:00+00:00,Out,0.04075,0.04066,0.0404,49180,1986.872,3.9737,4942.7769,0,4942.7768958000015
2018-02-15T02:27:00+00:00,In,0.04011,0.04008,0.0404,12234,494.2536,0.9885,4447.53479,12234,4941.788388600002
2018-02-15T02:33:00+00:00,In,0.04024,0.04007,0.0406,5477,222.3662,0.4447,4224.72386,17711,4943.790456200002
2018-02-15T02:39:00+00:00,In,0.04039,0.04008,0.0407,5190,211.233,0.4225,4013.06839,22901,4945.139090200002
2018-02-15T02:45:00+00:00,In,0.04055,0.0401,0.0409,4905,200.6145,0.4012,3812.05266,27806,4949.3180612000015
2018-02-15T02:51:00+00:00,In,0.04068,0.04015,0.0411,4637,190.5807,0.3812,3621.0908,32443,4954.498099800001
2018-02-15T02:57:00+00:00,In,0.04079,0.04021,0.0411,4405,181.0455,0.3621,3439.68321,36848,4954.136008800002
2018-02-15T03:03:00+00:00,In,0.04089,0.04025,0.0411,4184,171.9624,0.3439,3267.37688,41032,4953.7920840000015
2018-02-15T03:21:00+00:00,In,0.04108,0.04043,0.0414,3946,163.3644,0.3267,3103.68576,44978,4965.774955200001
2018-02-15T04:39:00+00:00,In,0.04124,0.04111,0.0417,3721,155.1657,0.3103,2948.20972,48699,4978.958023800002
2018-02-15T04:45:00+00:00,In,0.04132,0.04116,0.0416,3543,147.3888,0.2948,2800.52615,52242,4973.793346200002
2018-02-15T05:09:00+00:00,Out,0.04148,0.04124,0.0412,52242,2152.3704,4.3047,4948.59181,0,4948.591805400001
2018-02-15T07:15:00+00:00,In,0.04107,0.04099,0.0413,11982,494.8566,0.9897,4452.74549,11982,4947.602092200002
2018-02-15T07:21:00+00:00,In,0.04113,0.04102,0.0414,5377,222.6078,0.4452,4229.69248,17359,4948.355076600001
2018-02-15T08:27:00+00:00,Out,0.04143,0.04125,0.0412,17359,715.1908,1.4304,4943.4529,0,4943.452895000001
2018-02-15T09:15:00+00:00,In,0.04146,0.0414,0.0417,11854,494.3118,0.9886,4448.15247,11854,4942.464271400002
2018-02-15T09:51:00+00:00,Out,0.0415,0.04146,0.0412,11854,488.3848,0.9768,4935.5605,0,4935.5605018000015
2018-02-15T12:45:00+00:00,In,0.03953,0.03951,0.0399,12369,493.5231,0.987,4441.05036,12369,4934.573455600002
2018-02-15T12:51:00+00:00,In,0.03963,0.03952,0.0399,5565,222.0435,0.4441,4218.56277,17934,4934.129368600002
2018-02-15T13:27:00+00:00,In,0.03986,0.03953,0.0402,5246,210.8892,0.4218,4007.25179,23180,4939.087790200002
2018-02-15T14:09:00+00:00,In,0.04002,0.03979,0.0403,4971,200.3313,0.4007,3806.51983,28151,4941.005127600002
2018-02-15T14:33:00+00:00,In,0.04026,0.03999,0.0405,4699,190.3095,0.3806,3615.82971,32850,4946.254708600002
2018-02-15T15:03:00+00:00,In,0.04044,0.04014,0.0408,4431,180.7848,0.3616,3434.68334,37281,4955.748139000002
2018-02-15T15:51:00+00:00,Out,0.04063,0.04041,0.0404,37281,1506.1524,3.0123,4937.82343,0,4937.823434200001
2018-02-15T17:21:00+00:00,In,0.04051,0.04046,0.0409,12072,493.7448,0.9875,4443.09114,12072,4936.835944600002
2018-02-15T17:27:00+00:00,In,0.04062,0.04049,0.041,5418,222.138,0.4443,4220.50887,17490,4937.598868600002
2018-02-15T17:33:00+00:00,In,0.04072,0.04051,0.041,5146,210.986,0.422,4009.1009,22636,4937.176896600002
2018-02-15T18:15:00+00:00,In,0.04097,0.04063,0.0412,4865,200.438,0.4009,3808.26202,27501,4941.3032206000025
2018-02-15T18:51:00+00:00,Out,0.04105,0.04086,0.0406,27501,1116.5406,2.2331,4922.56954,0,4922.569539400001
2018-02-15T20:21:00+00:00,In,0.04098,0.04095,0.0412,11947,492.2164,0.9844,4429.36871,11947,4921.585106600001
2018-02-15T20:27:00+00:00,Out,0.04095,0.04093,0.0408,11947,487.4376,0.9749,4915.83143,0,4915.831431400001
2018-02-15T22:57:00+00:00,In,0.04077,0.04064,0.041,11989,491.549,0.9831,4423.29933,11989,4914.848333400001
2018-02-15T23:21:00+00:00,In,0.04111,0.04073,0.0414,5342,221.1588,0.4423,4201.69822,17331,4919.201615800001
2018-02-16T00:45:00+00:00,In,0.04136,0.04122,0.0416,5050,210.08,0.4202,3991.19806,22381,4922.247655800001
2018-02-16T00:51:00+00:00,In,0.04144,0.04125,0.0417,4785,199.5345,0.3991,3791.26449,27166,4924.086686800001
2018-02-16T00:57:00+00:00,In,0.0416,0.04131,0.0423,4481,189.5463,0.3791,3601.33909,31647,4940.007194200001
2018-02-16T01:03:00+00:00,In,0.0419,0.04141,0.0433,4158,180.0414,0.3601,3420.93761,35805,4971.2941114000005
2018-02-16T01:09:00+00:00,In,0.04228,0.04153,0.0433,3950,171.035,0.3421,3249.56054,39755,4970.952041400001
2018-02-16T01:15:00+00:00,In,0.04266,0.04164,0.0434,3743,162.4462,0.3249,3086.78945,43498,4974.602649000001
2018-02-16T02:03:00+00:00,In,0.0429,0.04225,0.0433,3564,154.3212,0.3086,2932.15961,47062,4969.944206600001
2018-02-16T02:09:00+00:00,In,0.04302,0.04237,0.0433,3385,146.5705,0.2931,2785.29597,50447,4969.651065600001
2018-02-16T02:45:00+00:00,Out,0.04277,0.0428,0.0427,50447,2154.0869,4.3082,4935.07469,0,4935.074691800001
2018-02-16T08:51:00+00:00,In,0.04068,0.04066,0.0409,12066,493.4994,0.987,4440.58829,12066,4934.087693000001
2018-02-16T09:27:00+00:00,In,0.04088,0.04065,0.0411,5402,222.0222,0.444,4218.12205,17468,4936.056848600002
2018-02-16T09:33:00+00:00,In,0.0409,0.04065,0.0412,5119,210.9028,0.4218,4006.79744,22587,4937.381843000002
2018-02-16T10:09:00+00:00,Out,0.04094,0.04081,0.0407,22587,919.2909,1.8386,4924.24976,0,4924.2497612000025
2018-02-16T12:03:00+00:00,In,0.04046,0.04035,0.0409,12039,492.3951,0.9848,4430.86987,12039,4923.264971000002
2018-02-16T12:09:00+00:00,In,0.04059,0.04035,0.0409,5416,221.5144,0.443,4208.91244,17455,4922.821942200002
2018-02-16T12:15:00+00:00,In,0.04069,0.04037,0.0409,5145,210.4305,0.4209,3998.06108,22600,4922.401081200002
2018-02-16T12:57:00+00:00,In,0.04098,0.04059,0.0412,4852,199.9024,0.3998,3797.75888,27452,4928.781276400003
2018-02-16T13:09:00+00:00,In,0.04108,0.04069,0.0414,4586,189.8604,0.3797,3607.51876,32038,4933.891955600002
2018-02-16T13:15:00+00:00,In,0.04118,0.04075,0.0414,4356,180.3384,0.3607,3426.81968,36394,4933.531278800002
2018-02-16T13:21:00+00:00,In,0.04129,0.04081,0.0416,4118,171.3088,0.3426,3255.16826,40512,4940.467461200002
2018-02-16T13:27:00+00:00,In,0.04139,0.04087,0.0417,3903,162.7551,0.3255,3092.08765,44415,4944.193151000002
2018-02-16T14:27:00+00:00,In,0.04144,0.04133,0.0421,3672,154.5912,0.3092,2937.18727,48087,4961.6499686000025
2018-02-16T14:33:00+00:00,In,0.04152,0.04137,0.0419,3504,146.8176,0.2936,2790.07603,51591,4951.738933400002
2018-02-16T14:39:00+00:00,In,0.04175,0.04145,0.0428,3259,139.4852,0.279,2650.31186,54850,4997.891863000003
2018-02-16T14:45:00+00:00,In,0.04204,0.04156,0.0429,3088,132.4752,0.265,2517.57171,57938,5003.111912600002
2018-02-16T14:51:00+00:00,In,0.04238,0.04167,0.0433,2907,125.8731,0.2517,2391.44687,60845,5026.035366400002
2018-02-16T14:57:00+00:00,In,0.04269,0.04176,0.043,2780,119.54,0.2391,2271.66779,63625,5007.542786400003
2018-02-16T16:27:00+00:00,Out,0.04275,0.04279,0.0427,63625,2716.7875,5.4336,4983.02171,0,4983.0217114000025
2018-02-16T19:57:00+00:00,In,0.04232,0.04226,0.0426,11697,498.2922,0.9966,4483.73293,11697,4982.025127000003
2018-02-16T20:03:00+00:00,In,0.04239,0.04225,0.0426,5262,224.1612,0.4483,4259.1234,16959,4981.576804600003
2018-02-16T21:39:00+00:00,Out,0.0427,0.0426,0.0426,16959,722.4534,1.4449,4980.1319,0,4980.131897800003
2018-02-16T22:39:00+00:00,In,0.04274,0.04268,0.043,11581,497.983,0.996,4481.15293,11581,4979.135931800003
2018-02-16T22:57:00+00:00,In,0.04302,0.04275,0.0433,5174,224.0342,0.4481,4256.67066,16755,4982.162163400003
2018-02-16T23:09:00+00:00,In,0.0432,0.04282,0.0435,4892,212.802,0.4256,4043.44306,21647,4985.087559400003
2018-02-16T23:15:00+00:00,In,0.0433,0.04286,0.0436,4636,202.1296,0.4043,3840.9092,26283,4986.848000200003
2018-02-16T23:21:00+00:00,In,0.04342,0.0429,0.0437,4394,192.0178,0.384,3648.50736,30677,4989.092264600003
2018-02-16T23:27:00+00:00,In,0.04354,0.04295,0.0439,4155,182.4045,0.3648,3465.73806,34832,4994.862855600002
2018-02-16T23:33:00+00:00,In,0.04372,0.04303,0.0446,3885,173.271,0.3465,3292.12051,38717,5018.898713600002
2018-02-16T23:39:00+00:00,In,0.04389,0.04311,0.0444,3707,164.5908,0.3292,3127.20053,42424,5010.826132000003
2018-02-17T00:15:00+00:00,In,0.04416,0.04357,0.0444,3521,156.3324,0.3127,2970.55547,45945,5010.513467200002
2018-02-17T00:21:00+00:00,In,0.04423,0.04366,0.0445,3337,148.4965,0.297,2821.76197,49282,5014.810974200002
2018-02-17T00:51:00+00:00,Out,0.04418,0.04397,0.0439,49282,2163.4798,4.327,4980.91481,0,4980.9148146000025
