time,close,high,low,open,volumefrom,volumeto
1519128360,940.73,941.1,939.9,940.42,9.39,8836.21
1519128420,940.8,941.06,940.73,940.73,1.34,1264.47
1519128480,940.89,941.08,940.75,940.8,9.1,8561.11
1519128540,941.38,941.38,940.4,940.89,14.73,13859.18
1519128600,942.19,942.2,940.48,941.38,11.57,10900.75
1519128660,942.88,942.88,941.71,942.19,23.88,22505.18
1519128720,942.11,942.88,941.72,942.88,6.37,6004.58
1519128780,942.46,942.9,942.11,942.11,23.76,22385.04
1519128840,942.68,942.68,942.28,942.46,3.4,3201.24
1519128900,941.98,942.68,941.79,942.68,8.55,8050.18
1519128960,942,942.2,941.88,941.98,6.32,5952.41
1519129020,942.74,943,942,942,17.04,16060.66
1519129080,942,942.76,941.93,942.74,74.43,70134.82
1519129140,942.01,942.5,942,942,9.96,9385.47
1519129200,942.46,942.5,942,942.01,13.2,12437.37
1519129260,942.84,944,941.93,942.46,13.97,13168.25
1519129320,941.93,942.88,941.93,942.84,6.97,6568.43
1519129380,942.08,942.12,941.88,941.93,10.84,10210.26
1519129440,942.36,943.94,941.88,942.08,5.36,5052.08
1519129500,942.44,942.98,942.36,942.36,5.6,5282.36
1519129560,942.38,942.92,942.36,942.44,17.96,16925.83
1519129620,942.4,943.96,941.9,942.38,7.75,7303.02
1519129680,941.93,942.4,941.91,942.4,6.55,6174.96
1519129740,942.27,942.27,941.93,941.93,2.88,2715.15
1519129800,943.99,944,941.92,942.27,54.07,50988.6
1519129860,942.81,943.99,941.98,943.99,19.17,18062.57
1519129920,943.32,944.9,942.1,942.81,78.97,74542.89
1519129980,943.5,944.88,943.32,943.32,58.11,54828.15
1519130040,943.46,943.5,943.32,943.5,88.23,83245.27
1519130100,942.16,943.5,942.03,943.46,79.46,74948.28
1519130160,941.92,943.41,941.92,942.16,76.17,71852.68
1519130220,941.83,943.32,941.67,941.92,5.98,5632.67
1519130280,941.01,941.83,941,941.83,12.66,11915.14
1519130340,941.08,941.63,941,941.01,44.85,42205.4
1519130400,941.09,941.32,940.54,941.08,12.83,12077.89
1519130460,941.12,941.2,940.95,941.09,10.41,9799.59
1519130520,940.68,941.13,940.66,941.12,10.73,10094.34
1519130580,940.51,940.78,940.38,940.68,14.5,13640.17
1519130640,940.18,940.95,940.1,940.51,8.43,7925.38
1519130700,940.27,941.3,940,940.18,10.97,10315.43
1519130760,940.3,941.15,940.01,940.27,7.48,7038.36
1519130820,940.05,940.5,940.01,940.3,7.67,7214.89
1519130880,940,940.38,940,940.05,15.3,14379.39
1519130940,940.01,940.93,940,940,12.14,11408
1519131000,940.4,940.99,940,940.01,17.06,16045.23
1519131060,940.02,940.51,940,940.4,23.05,21677.49
1519131120,938.67,940.2,938.56,940.02,36.96,34731.92
1519131180,939.41,939.41,938,938.67,6.41,6017.75
1519131240,938.87,941.02,938.25,939.41,17.33,16291.09
1519131300,939,939.67,938.17,938.87,21.69,20364.02
1519131360,938.98,939,938.17,939,45.45,42670.16
1519131420,938.75,939.01,938.53,938.98,9.38,8808.35
1519131480,938.75,939.24,938.72,938.75,16.18,15191.54
1519131540,938,940.4,938,938.75,29.37,27580.43
1519131600,937.36,938.18,937,938,30.41,28518.94
1519131660,937.47,937.98,936.6,937.36,34.92,32717.27
1519131720,937.17,937.51,936.72,937.47,20.27,18991.31
1519131780,938.23,938.23,936.78,937.17,19.62,18388.83
1519131840,940.02,940.03,936.88,938.23,14.78,13873.42
